id,y_true,y_pred,is_target
0.785_NdVO3,135.0,135.15266,False
1.619_MnS,152.0,380.9392,False
1.287_V2O3,160.0,98.52153,False
1.672_EuZn2As2,19.0,8.478783,False
0.999_Fe4O5,320.0,882.9895,False
1.104_Gd2CuO4,285.0,218.41934,False
1.516_ErCo2Si2,11.0,7.0610123,False
0.7_ScMnO3,129.0,74.909256,False
0.163_MnPS3,78.0,62.89825,False
1.65_SrFeO2,473.0,574.18933,True
1.657_LuNiO3,125.0,112.95722,False
0.624_LaMnAsO,317.0,317.59744,False
1.210_FePSe3,119.0,130.82481,False
1.458_CsCo2Se2,78.0,266.19696,False
0.406_GdNiSi3,22.2,25.981453,False
1.370_Li2CuO2,8.3,20.046234,False
0.299_Fe2O3,850.0,835.02954,True
1.128_BiCoO(PO4),15.0,18.576942,False
1.486_CeRhAl4Si2,9.0,14.230614,False
1.239_MnBr2,2.17,20.330254,False
1.830_FeBi4S7,64.0,18.793755,False
1.62_CuO,213.0,47.07286,False
1.361_DyGe,37.0,15.26004,False
0.581_FeF3,394.0,101.804665,False
1.671_NpCoGa5,47.0,96.901184,False
1.0.44_Ba3CoSb2O9,3.8,3.793251,False
0.16_EuTiO3,5.3,25.377373,False
1.441_NaFe3(SO4)2(OH)6,50.0,119.54371,False
0.273_Mn3ZnN,183.0,325.93146,False
0.668_PrMnSbO,80.0,227.82356,False
1.641_Ba2FeSi2O7,5.2,16.739952,False
0.284_KOsO4,35.0,27.138985,False
1.180_Na3Co2SbO6,8.3,18.693558,False
1.72_Sr2CoOsO6,108.0,127.60964,False
0.912_Ho5Ni2In4,31.0,7.094513,False
0.486_ErCr2Si2,692.0,720.62775,True
0.463_Co3O4,40.0,155.74042,False
1.338_U2Ni2In,15.0,25.517685,False
1.728_Tm3Cu4Sn4,2.8,3.9479065,False
0.714_Li2Ni(SO4)2,15.0,20.615158,False
0.692_Ba4Ru3O10,105.0,39.565475,False
0.800_MnTe,323.0,184.21176,False
0.108_Mn3Ir,960.0,471.8941,True
1.673_EuCd2Sb2,7.4,6.0742645,False
1.799_MnO,115.0,119.61412,False
1.759_ZnFe2O4,10.0,10.482552,False
1.460_PrCuSi,5.1,4.3375397,False
1.8_CeRu2Al10,27.0,11.866295,False
1.578_KErSe2,0.2,0.22209167,False
0.24_LiMnPO4,33.85,23.611313,False
1.346_TlMnF4,4.2,5.4487457,False
0.592_DyCrO3,146.0,80.2902,False
1.690_TmMn2Ge2,487.0,471.55017,True
1.197_Fe4Si2Sn7O16,3.5,5.1375275,False
3.26_CoNb3S6,28.0,25.108414,False
0.405_CsCoF4,54.0,44.502464,False
2.30_CeRh2Si2,27.0,37.778,False
0.740_Dy3Ga5O12,0.37,-1.2318115,False
0.427_Sm2Ti2O7,0.35,3.320076,False
1.629_FeGe,410.0,377.5868,True
1.570_La3OsO7,45.0,37.68911,False
0.138_BiCrO3,114.0,287.44913,False
1.212_Dy2O2Se,8.5,6.6124954,False
1.743_CeRhGe3,7.0,23.834312,False
1.6_NiO,523.0,525.6921,True
1.122_Cu3Bi(SeO3)2O2Br,27.4,19.700333,False
0.320_U2Pd2In,31.0,35.785385,False
0.825_Ca2MnGaO5,160.0,74.22949,False
0.553_K2ReI6,24.0,6.642555,False
0.907_Ho2PdGe6,11.8,11.8076935,False
1.696_HoNiSi2,10.0,4.323738,False
0.904_Nd2PdGe6,4.0,6.5352707,False
0.836_DyFeO3,650.0,649.2049,True
0.900_Mn3CoGe,145.0,264.28244,False
0.505_Pb2VO(PO4)2,3.5,-1.1108627,False
2.78_Nd2CuO4,245.0,244.16498,False
1.183_FePS3,120.0,161.5279,False
1.77_Sr2IrO4,224.0,239.97696,False
1.155_LiFeSO4F,25.0,49.419853,False
0.961_LiCrGe2O6,6.0,5.938492,False
1.749_HoSbTe,3.0,3.2098618,False
2.87_TbCoGa5,5.4,27.137024,False
3.7_NpBi,192.5,216.45685,False
1.423_UPb3,32.0,48.184547,False
1.150_PrAg,14.0,27.96251,False
1.678_CrN,270.0,275.5871,False
0.434_K2ReI6,24.0,6.642563,False
1.86_GeV4S8,13.0,29.82888,False
1.444_Er2Pt,9.0,15.23037,False
1.566_Ba2YbRuO6,48.0,36.49234,False
1.622_CoGeO3,33.5,17.382042,False
1.57_CuMnO2,65.0,33.553574,False
2.105_DySbTe,6.7,6.6638184,False
0.1080_Ca2Fe2O5,720.0,351.95532,True
1.504_GdCuSn,24.0,37.143463,False
1.432_Ba2LuRuO6,35.0,40.12716,False
0.229_Ba2MnSi2O7,2.95,12.504791,False
0.261_NiFePO5,178.0,103.787186,False
0.139_BiCrO3,80.0,287.16217,False
1.252_CaCo2P2,113.0,403.2151,False
1.70_CoV2O6,15.0,40.52157,False
1.81_GdIn3,44.15,44.103134,False
3.18_HoRh,3.2,3.2133179,False
2.54_Sr2Cr3As2O2,291.0,587.6213,False
0.640_Mn2Au,1000.0,1000.0475,True
2.107_DyTe3,3.6,8.643478,False
1.257_BaNi2As2O8,19.0,15.473114,False
1.828_ZnFe2O4,10.0,13.291504,False
0.475_Sr2TbIrO6,51.0,41.206146,False
1.112_NiTa2O6,12.0,10.535934,False
1.308_MnBi2Te4,24.0,33.547485,False
1.800_NiO,525.0,525.12134,True
0.519_HoCr2Si2,718.0,719.0041,True
1.20_HoMnO3,29.0,59.336864,False
1.565_Pb2CoOsO6,45.0,299.62207,False
0.111_Co4Nb2O9,30.0,27.23346,False
1.18_MnS2,48.2,46.438248,False
0.380_SmFeO3,670.0,444.7279,True
0.79_CaIrO3,115.0,17.507126,False
0.307_ScCrO3,73.0,44.37197,False
