id,y_true,y_pred,is_target
CAlNb2_agm003263108,0.059,0.0797348,False
HNb2PdIr_agm001614770,1.861,4.137602,False
Ta2WOs_agm002742736,0.001,0.0016248226,False
TiVMoOs_agm001294552,0.267,0.04283452,False
Ti2RhRe_agm002744701,0.0,0.00035333633,False
HRu2HfIr_agm001613804,6.998,5.149703,True
PMo_agm003157748,0.04,0.03152299,False
CNTi2_agm003186895,2.38,1.3893064,False
ScTiOs2_agm001224225,0.05,0.0014436245,False
Ni5Re_agm003198275,0.025,-0.0052690506,False
ZnZr2Nb_agm001233269,12.544,9.563335,True
TiWRe2_agm001229269,0.034,0.0057048798,False
ZnNbRuOs_agm001310910,0.455,0.0027031898,False
ZrRuSb_agm003160962,3.79,0.36418247,False
HCr3Ir_agm001105676,13.046,5.915065,True
LiSiPd2_agm001212504,4.054,1.8336504,False
H2Zr2Pd_agm002925973,5.267,5.1344657,True
Be4MoTa_agm003201975,1.121,3.0817542,False
HVCoRu2_agm001620094,1.951,2.4603987,False
MgZn2Rh3_agm003438162,0.024,0.0032122135,False
CuZn2Rh_agm002371126,0.0,-0.00019836426,False
Zr2RuOs_agm001233520,0.0,-9.226799e-05,False
Re_agm003160479,10.231,6.2326317,True
Ti2FeNi_agm002190549,3.308,0.16926026,False
Tc5Os_agm003204063,10.319,8.356461,True
CoZnNbRu_agm001310911,0.0,0.05489254,False
Zr2NbTl_agm001233462,7.593,3.2720914,True
H2PCr2_agm002925590,10.495,0.0016188622,True
N2La2Pt_agm002386536,0.002,0.10787082,False
NbTa2Os_agm002713850,0.024,0.09811807,False
HNb2RuPd_agm001618647,4.979,4.6065025,False
Al3NiRh2_agm003437830,0.004,0.03322053,False
Si2RuOs_agm002240587,0.0,1.780515,False
W2OsPt_agm003192857,0.939,1.3056521,False
TiZrRu2_agm001115168,0.0,1.8567619,False
B2Ni2Ta_agm002361162,0.147,32.18528,False
H2AlTi2_agm002924250,2.088,0.98834944,False
Ti2RuRh_agm002190662,4.314,4.9387307,False
CSiNb2_agm002140581,1.224,1.5617616,False
P2Fe2Hf_agm002232330,0.041,0.13039589,False
AlZn2Pt_agm002367489,0.037,0.09419227,False
AlZr2In_agm003168907,1.026,0.6520419,False
CuRh2Re_agm003178059,0.407,0.93629825,False
BeTi2Fe_agm001199002,0.011,0.085136175,False
Si2Ni3Y_agm002186346,0.974,1.5865176,False
Mn4TcTa_agm003199931,11.597,12.1211405,True
NiNb2Pt_agm001242214,1.234,0.39654064,False
Mg2RhAu_agm002697637,0.0,-0.002789259,False
B2Ru_agm002137199,2.13,0.06321335,False
Al3RuRh2_agm002367592,0.0,0.0013689995,False
CAlSc2Zr_agm001610857,0.0,-0.0004594326,False
Mg2SiRu_agm002159868,3.649,0.90911305,False
GaZrRu2_agm001206937,0.036,0.22886467,False
B3Mo_agm003260647,0.001,1.3294408,False
AlGaRuRh_agm001310506,0.0,-0.0013959408,False
NaGe2Rh2_agm002934408,0.013,0.66864717,False
OCa3Cd_agm002565225,0.065,0.30404544,False
NbTa2Au_agm001217073,2.782,8.59517,False
V2NbRe_agm001100125,0.997,1.1094364,False
Mo2OsIr_agm003180901,7.746,8.176471,True
VW3_agm002192357,0.0,0.00060868263,False
Mn4TaW_agm003195951,13.502,13.4149885,True
Al3Zr_agm001281172,0.002,0.0072751045,False
NaP2Cu2La_agm002225195,0.0,0.10707784,False
MoTcHf2_agm001215720,8.435,6.5529165,True
Nb2MoTc3_agm003439303,7.262,10.059961,True
C2Zr3_agm003194977,0.224,0.00029611588,False
Ti2NbAg_agm001115567,4.896,5.1938534,False
Rh2TaAu_agm001221176,0.0,0.011603355,False
O6WRe_agm003260948,0.08,0.101768255,False
TaOs3_agm003261942,5.409,8.031477,True
LiRh2Ta_agm002695817,0.0,1.4564381,False
Ti3Zr_agm002190826,15.076,17.30758,True
LiScZn2_agm002158972,1.463,0.9604732,False
MnNb2Re_agm001149832,0.021,0.011476517,False
AlTiNi2_agm002327186,1.882,2.3112278,False
PCoY_agm002232868,2.216,0.86014795,False
Ti2RuRh_agm001228399,4.403,4.660421,False
MgGaRh2_agm001136870,0.0,-0.0005719662,False
RuRhPt2_agm003186672,0.433,0.5422288,False
Al2ScY_agm002632104,0.031,0.033599377,False
LiSc2Co_agm002158943,0.113,0.07174325,False
HBZr_agm003609770,0.0,-0.0034167767,False
Mo3HfTa2_agm003439028,2.973,3.7129831,False
Ni4NbPt_agm001181775,0.0,0.0025763512,False
ZnMoPt2_agm001118902,0.743,0.08433843,False
V2Os_agm003295733,0.619,0.368721,False
Mg2CuPd3_agm003437227,0.0,0.0003926754,False
Li7Rh_agm003299765,0.851,0.5538454,False
NNbHf3_agm002541351,0.616,1.9314125,False
LiAl2Ag_agm003166060,0.336,0.25865817,False
CBrY2_agm002202339,0.055,0.008935928,False
AlTi3Mo2_agm003435944,9.209,9.68041,True
HTcRe2_agm005113260,9.658,10.928861,True
ScZr2Tc_agm003166206,9.5,3.0831897,True
HLiCuPd2_agm001615564,4.22,0.6243925,False
ZnNbPt_agm001260604,0.945,1.3879427,False
ScNiZnPd_agm001355946,0.977,0.057315826,False
ScV_agm002017669,3.484,6.6338167,False
Nb6RuRe_agm003763886,3.939,3.3392043,False
TcRu2W_agm003184451,8.481,8.716418,True
BRe_agm002138007,0.011,0.09330845,False
Sc2RhAg_agm002184061,0.164,0.87053907,False
OY3In_agm002300456,0.346,0.04093337,False
HVCo2Ru_agm001620086,0.118,1.5130799,False
HPYRh_agm005203285,3.335,0.87195253,False
ZrTc4Lu_agm001177853,15.74,16.50236,True
HCu2RhCd_agm001622185,0.0,0.16854906,False
V4NbHf_agm001186644,13.501,10.334054,True
GaRu2Sn_agm002677809,0.369,1.4601504,False
Mg2Sc_agm002285325,0.045,0.00022935867,False
NbW_agm002225822,0.144,0.21826339,False
TiNbTcRh_agm001294410,6.002,3.769371,True
BeSiTi_agm002138789,0.0,0.9606314,False
Be4VOs_agm001171376,0.015,0.08064747,False
MoTaWRe_agm001391040,0.058,0.08346939,False
MgAlY2_agm003189717,0.102,0.029964447,False
NO3Sc4_agm003555760,10.675,0.127383,True
VTc2W_agm001146302,8.345,6.917508,True
ScCoCuZr_agm001343885,4.185,3.889596,False
Ti2MoLu_agm001116579,14.256,11.737745,True
VMo5W2_agm003471478,0.172,0.2555015,False
ScRu2Hf_agm002734748,0.0,0.001540184,False
Al2InLu_agm001196307,0.066,0.17070341,False
MoW2Re_agm002703628,6.8,7.338764,True
Ti2Ta_agm002190676,15.323,16.195875,True
LiCFeY2_agm001615521,0.0,0.050756454,False
HTi2GaZr_agm001613558,4.069,4.461699,False
BeCrNi2_agm003172548,0.064,0.0004117489,False
Ti2FeRe_agm001116746,0.229,0.0018794537,False
V2W_agm002245312,3.215,4.181542,False
Ti2VSn_agm001115375,5.789,1.8007386,True
Ti2RhW_agm001116151,0.555,1.146063,False
Ni2RePt_agm003183468,0.088,0.0779624,False
RuRhHf2_agm001221996,1.376,1.3384787,False
Tc5Re_agm003198606,17.197,16.147781,True
MgSc6Zr_agm003774846,2.252,2.0727818,False
AlTiRuOs_agm001291425,0.651,0.011944771,False
TiRhPt2_agm001229103,0.002,0.008059025,False
GaNbRh_agm001267753,2.694,2.391411,False
Be2NiY_agm003172742,7.141,2.9552357,True
TcOs_agm002026351,2.463,2.6048088,False
Al5NiHf_agm002134273,0.491,0.07893181,False
AlZn_agm003190362,0.635,0.7203988,False
MoTaW_agm003160557,0.0,-0.00081944466,False
Zr3Re_agm003165673,8.957,7.3074837,True
N2Zr2Te_agm002346532,0.015,4.4058867,False
Ca2HgPb_agm002655534,0.003,0.16634583,False
Si2Rh2Hf_agm002186415,0.271,0.00037884712,False
Al5TiNi_agm002134290,0.486,0.02399683,False
Rh5Pt3_agm003290609,0.827,0.9141394,False
BCr2_agm003201681,4.71,0.15433979,False
Y2RuPd_agm001100655,0.0,0.22717881,False
AlCoCuNb_agm001344888,0.596,0.037871122,False
MoRh2W_agm003192804,0.726,0.9496378,False
ScPd7_agm002184716,0.0,0.063985825,False
Cl3PdCs_agm002142894,3.177,1.8074312,False
NbTa_agm001191646,13.017,11.199185,True
Al2RuRh_agm003187128,0.0,-0.0024499893,False
BeVCoRu_agm001313402,0.0,0.060203552,False
NTc3_agm003188842,2.946,12.297247,False
RuWOs2_agm003183840,5.081,4.7887754,True
TiVGe_agm002191495,0.025,0.027156353,False
AlCuGa_agm001237551,0.067,0.5368519,False
TiTcTa2_agm001229202,8.511,4.3112636,True
ScYLu2_agm001224305,2.28,2.5573568,False
NbTc2Sn_agm002166962,0.015,0.11617613,False
PCo2_agm002178280,0.0,0.19703269,False
LiRh2Bi_agm002691585,0.056,-0.0050110817,False
ScNiCuGa_agm001340556,3.709,0.014406681,False
TcRhPt6_agm003763606,0.456,0.68476355,False
Ni2SbPt_agm003183521,0.828,0.041837454,False
NCaY2Pb_agm001616852,0.025,-0.00014805794,False
CuZr2Nb_agm001130246,8.393,9.519287,True
Li2SiAu_agm002156775,0.614,1.4068582,False
Ti2MoPt_agm001115045,1.661,1.5720632,False
Ti2ZrRe_agm001116738,9.139,9.068782,True
HPSrRh_agm005203838,1.278,0.14245272,False
Si2CuZr_agm002186113,0.129,0.13523483,False
Be4MgIr_agm003204387,1.576,2.2653985,False
ScTc2W_agm002735022,0.422,0.014888525,False
BeFeCoGe_agm001289552,0.0,0.0029287338,False
Ti5Zn3_agm003290657,1.344,0.970989,False
Li3Al2_agm003194509,0.035,0.9480088,False
V3Mo2Rh_agm003439327,5.798,6.700577,True
AlScZrTc_agm001389740,0.778,0.30341578,False
NbMoTaIr_agm001383970,8.786,7.3509035,True
MgSc2In_agm003187911,0.0,0.00091934204,False
Zr2TcRh_agm003186698,0.0,0.028173685,False
HTiRu2Pt_agm001617502,1.083,5.133024,False
HScY2La_agm001640029,2.777,1.8766524,False
TiRu2Hf_agm001229111,0.0,-0.0012676716,False
LiRh2Pb_agm002219181,0.0,0.0029380322,False
AlFeWRe_agm001391308,0.004,0.00035953522,False
H2MoRh2_agm002925865,1.646,1.3744256,False
AsHf_agm002136244,0.453,0.02298665,False
ScCoGe_agm002313943,0.148,0.4365697,False
Ni4MoPt_agm003204492,0.013,0.78878486,False
NSc3In_agm002534280,0.0,-0.0017015934,False
CaRh2Sn_agm002331349,0.0,0.004223585,False
TcOs3_agm003165202,1.771,1.8846519,False
TiRe2_agm001851373,0.138,1.2421167,False
VRh2W_agm001230406,2.927,0.56328976,False
HRu3W_agm003078027,0.746,1.7209032,False
RuHf2Re_agm001221880,0.014,0.02638483,False
HZrHf2Hg_agm001624035,0.31,0.3839562,False
BeCu_agm003157785,0.208,0.0029222965,False
SiV6Os_agm003260953,4.583,3.769018,False
Zr2InHf_agm001233413,1.564,1.9364872,False
V6RuOs_agm003763925,1.881,2.630834,False
Al4YZr_agm003204352,0.0,0.007602215,False
HCoTaOs2_agm001629463,0.363,0.051283836,False
Al3Fe2Au_agm002367541,0.0,-0.0013093948,False
V3Cr2Mo_agm003439332,1.926,1.720732,False
CPZr2_agm002140440,2.882,0.33539557,False
PCaPd_agm002232744,1.344,3.23019,False
TiMn2Ta_agm002745913,0.011,0.032800198,False
C2ScCo_agm003263168,0.0,-0.007541418,False
CCoY2Hg_agm001613903,0.741,1.3499395,False
Ti2NiTc_agm001228329,0.56,0.35821795,False
ZnZr2Os_agm001233271,0.051,0.09910369,False
HV2NiRu_agm001618683,6.467,2.7005672,True
Ti2Zn3Hf_agm003435819,0.006,0.10016084,False
Mo2RuPt_agm003186624,2.915,3.2432332,False
GaNb6Sb_agm003262771,15.605,14.69847,True
CoMo2_agm003196869,8.425,7.3464108,True
NAlSc2Zr_agm001611015,0.052,0.13555002,False
Cr2NbW_agm001146219,0.004,0.41758728,False
SiGeRu2_agm001224847,0.0,0.005574703,False
MgNbRuRh_agm001313476,0.0,0.09395075,False
Mo3Re_agm003165288,12.623,10.62103,True
HNTa2_agm001945813,0.863,5.8301706,False
TcRh3_agm003262022,2.407,0.8247777,False
NbTa2W_agm001146170,4.115,4.2660427,False
NYInLa2_agm001614577,0.318,1.2961928,False
CuY2Ru_agm002268056,0.008,0.031850576,False
Al2Cu_agm003201201,0.389,0.0765264,False
RhPt_agm003277980,0.804,0.8164449,False
Ti2Re_agm002244680,12.114,6.9646797,True
CuGaRhPt_agm001297787,0.0,-0.0011253357,False
TcRh2W_agm003184398,1.845,1.3268037,False
Si2Fe2Zr_agm002946596,0.08,0.0041282177,False
C2MoW_agm003191694,0.0,0.0108036995,False
Zn4TcHf_agm001188188,0.001,0.14691377,False
NOTi2_agm005103370,19.251,10.674492,True
ScNbTc2_agm001145017,1.272,2.0662255,False
MgGaRh_agm001267810,0.019,0.017756224,False
ScNiTcHf_agm001357681,0.0,0.14171433,False
RhIn_agm001418449,0.001,0.00106287,False
HPScNi_agm005203713,0.819,1.2929387,False
Ti2ZnGa_agm001115698,0.515,0.27144623,False
P2TiNi2_agm002232560,0.927,0.07824683,False
AlTi2Zn_agm001197828,0.682,0.73410666,False
BeTi2_agm002138817,3.119,7.510172,False
CuRh5_agm003298635,0.254,0.380172,False
Nb6RhOs_agm003768528,3.336,3.691606,False
CAlHf2_agm003616316,0.073,0.10020208,False
BeMoRu2_agm002138670,0.035,0.8001375,False
V2MoTc_agm001150793,0.173,0.07173324,False
AlInHf2_agm001154052,0.126,0.31242537,False
AlNb6Tc_agm003768558,3.092,3.150793,False
BeCo2W_agm003191622,0.273,4.9829483e-05,False
TiTc2W_agm001116164,0.016,0.06050539,False
Nb5Mo_agm003298741,8.14,7.5599966,True
Al4ScNb2_agm002196300,0.174,0.18281221,False
Ru2ReIr_agm003165294,8.464,7.9841022,True
S2ZrTl_agm003139760,2.008,4.8622046,False
LiMgZnRh_agm001367236,0.003,0.019500732,False
AsRhLa_agm002136384,7.258,8.717803,True
Al2Ni3Nb_agm003437827,0.664,0.08505702,False
NZr3Hg_agm002538028,1.63,0.73389447,False
SiCaCu_agm002187133,0.118,0.18643999,False
Ni3Sb_agm001830344,0.008,0.011249065,False
NbRhPd2_agm001217030,0.002,0.027284622,False
HV2NiMo_agm001615954,2.231,4.321983,False
Y2LaLu_agm001124353,5.589,5.9891295,True
Ti2GaTc_agm001115735,0.005,0.023330688,False
Cu2GaPt_agm001203050,0.11,-7.200241e-05,False
STi_agm002183474,0.114,0.046539545,False
VMn2Ta_agm001230220,0.013,0.008489609,False
NbTaW2_agm001146169,0.2,0.1996944,False
PCoNi_agm002121713,0.0,9.3221664e-05,False
Al3RuOs2_agm002367589,0.564,0.6525558,False
AlNiRh2_agm002197327,0.178,0.006900072,False
ScLa3_agm003164886,7.743,7.464655,True
HSc2ZrIn_agm001614501,1.606,0.33187222,False
BeSiNi2_agm002647168,1.006,1.196047,False
Be4TcRe_agm003195943,2.362,1.8973866,False
LiGaRh2_agm001211737,0.119,-0.0011789799,False
NSr3Sn_agm002292114,0.015,0.0024445057,False
BeCo2Ga_agm001136743,0.0,0.0004310608,False
P2CaRu2_agm002306638,0.048,0.17765927,False
Be4ZrRh_agm003204399,21.114,9.949473,True
Tc2RuIr_agm003188237,1.234,3.0685139,False
NiZnAs_agm002168850,0.596,0.15882516,False
CY3Tl_agm002433471,0.002,0.0016429424,False
Si2CuNb_agm002186103,0.0,0.09511042,False
SiGeRu2_agm002737819,0.0,0.008693695,False
NY2InLa_agm001614611,0.029,0.3129115,False
Cr_agm002059189,1.624,12.177785,False
MgTiRhPt_agm001290981,1.264,0.45133448,False
ScLa3_agm003164887,9.57,6.1868973,True
ScY2_agm003158372,2.85,2.6832986,False
SiMoOs2_agm003183242,11.688,7.2873974,True
ZrTa3_agm003165876,13.434,10.011501,True
FeGe3Lu_agm002150292,0.206,0.39827895,False
MgScRh2_agm002344062,0.0,-0.0053515434,False
MoW_agm003186121,0.794,1.2367237,False
V2RuRe_agm002747625,6.61,2.829151,True
TiZn3_agm001830186,0.152,0.29649115,False
BeRh5_agm003203525,1.02,0.8987242,False
MgPd2Pt_agm002343952,0.046,0.028553963,False
CPHf2_agm002140435,1.737,0.69473636,False
H3RhTa_agm003712402,1.592,3.5377812,False
H2Ru2Re_agm002924127,3.232,10.399074,False
GeNb6Sn_agm003262785,14.142,16.231989,True
LiGeRuPt_agm001284162,0.0,-0.00067925453,False
CrNbTaOs_agm001391474,0.0,0.013476849,False
PNiHf_agm002305607,4.593,2.522593,False
MgSiRh2_agm002697418,0.0,0.071908474,False
ScZr6In_agm003772247,2.48,4.4755793,False
NbTc2Hf_agm001149976,0.042,0.06667805,False
Ti6GePd_agm003762067,3.613,8.014854,False
NO3La4_agm003562498,2.969,0.681051,False
LiZn2Rh_agm002695931,0.014,0.013246298,False
LiSiRh2_agm002342860,0.0,0.026225805,False
AlSc2Cd_agm003186189,0.011,0.022209167,False
ScCuZrTc_agm001343906,0.125,0.75781894,False
TiNbTcRe_agm001294427,0.069,0.077561855,False
MoTcW_agm003159857,16.918,10.856096,True
NbTcRuHf_agm001313564,0.0,0.0039236546,False
AlScCoRu_agm002327914,0.154,0.0005865097,False
HNLa2_agm005113338,1.838,2.1860344,False
YZr_agm002031541,10.988,8.504947,True
HTiNb2Pb_agm001626982,3.567,5.347678,False
Al2TiGa_agm001196561,0.964,-0.0018422604,False
Nb2InTa_agm001216820,2.272,1.5546155,False
Sc2GaIn_agm001136472,0.152,0.16463256,False
TiZnIn2_agm001229318,0.0,0.02706194,False
VNbMo2_agm001100412,0.606,0.6680901,False
NTi3In_agm002540382,5.79,3.4193923,True
C3NZr4_agm003562794,0.843,1.4253037,False
Al3VNi2_agm003437849,0.145,0.00025177002,False
RuOsPt_agm003159898,1.758,2.4198592,False
V2MnRe_agm001153324,0.283,0.120019674,False
LiZnRhIn_agm002284044,0.18,0.22214818,False
ZrRu_agm001191368,0.0,0.058914185,False
Si6Rb_agm005404799,1.034,1.0032662,False
BeGaRh2_agm001136741,0.0,-0.00036263466,False
Ti2GaMo_agm002190575,0.246,0.40230727,False
LiNiGeRh_agm001286779,0.0,0.0051424503,False
NbMoW_agm001839659,0.003,0.0058846474,False
Sc2GaOs_agm001136473,0.006,0.108071804,False
ScYTl2_agm003192996,0.298,0.17854357,False
Cr4TaOs_agm003199670,22.093,20.337505,True
RuOs_agm002181199,2.231,1.757097,False
HGaZr2Nb_agm001613582,8.833,5.016503,True
HBeCo2Ga_agm001634748,0.003,0.0020701885,False
Nb2MoRu_agm002225654,0.145,0.26837468,False
Al2Sc_agm002195448,0.009,0.49883342,False
OSc2_agm002176887,1.26,1.2213384,False
MoRu2Os_agm003183235,7.52,7.5494623,True
Li7Al_agm003299768,1.883,0.82727563,False
NAlCa2La_agm001661711,0.551,0.27849102,False
ScRh7_agm002239067,0.782,1.4438541,False
SiMo3_agm003264320,2.201,2.6699061,False
LiBePd2_agm002693387,0.0,-0.001937151,False
Al5CoY_agm002134230,0.0,0.051231623,False
Ti2SnAu_agm001228413,0.258,0.2866392,False
Ru2WOs_agm003183842,4.093,4.2549367,False
HCr2NiOs_agm001616571,8.765,9.596885,True
AlZr2In_agm003191196,0.137,0.19072485,False
MgGaPt2_agm002220561,0.004,0.025933743,False
MgTi_agm002161425,0.315,0.48337364,False
MgScPd2_agm002343306,0.042,0.037103415,False
AlZn_agm003162412,1.962,0.7861103,False
AlZn_agm003278503,1.49,0.97270846,False
AlScAg2_agm002632407,0.074,0.047049284,False
Li2AlPt_agm003190030,0.353,1.3575318,False
BeNbAu_agm001837833,0.017,0.88348746,False
MoTc2Pt_agm003183277,7.895,6.686735,True
BeMgPd2_agm001148025,0.0,0.007292986,False
NVCr_agm002164993,12.043,5.074604,True
Ti2PdHf_agm001116350,1.506,2.56572,False
Tc3Os_agm003188112,8.331,7.270235,True
LiAlCaSr_agm001382296,0.341,0.65747344,False
SrBaHg2_agm002741902,0.542,1.0373099,False
CTi2Cd_agm003263119,0.085,0.34187818,False
LiZnAg2_agm002694512,0.052,0.0053083897,False
AlTiZr_agm002055786,2.911,2.01271,False
Be2TiNi3_agm003435767,0.432,0.52475107,False
TiMo3_agm001827676,1.361,0.5887679,False
ScRu2Ta_agm003633252,0.0,0.002459526,False
CMgY2Ru_agm001615760,0.017,0.020517826,False
Rh3Os_agm003165466,1.65,1.5733476,False
N2LuHf_agm002223121,1.935,1.8692236,False
BePSr_agm003159065,0.791,0.24878883,False
MoRh7_agm003261839,1.018,0.90179956,False
H2NiRh_agm003624206,0.447,4.92871,False
TiVMn2_agm002746950,0.097,0.38315225,False
H2Lu_agm002153071,0.097,0.19368052,False
Cr2Tc_agm003158087,22.023,16.604273,True
LiMgAlPt_agm002218950,0.061,0.28899622,False
HVRh3_agm001106364,1.097,0.67903197,False
SiSZr_agm003202898,0.0,1.6577694,False
Ti3Tc2Os_agm003435997,0.664,0.8450426,False
Al3Lu_agm003187251,0.01,0.032474756,False
FeGe3La_agm003194265,0.017,0.098935604,False
TiMo2Ta3_agm003428260,8.014,4.780745,True
TiCuPt2_agm002244849,0.0,0.0009200573,False
BeTiPt_agm001259416,5.763,5.0334387,True
Cu2Nb3_agm002145855,2.013,3.0715947,False
GeTc2Ta_agm002215309,0.002,0.010571241,False
H3KCd_agm002153253,35.919,12.745287,True
NiGaGe_agm001000575,0.695,3.2979832,False
MgNbOs2_agm002160866,0.288,0.01439929,False
AlNi2Ga_agm001134876,0.161,0.27862954,False
SSc2Pb_agm003636356,0.88,0.044010878,False
RhPdPt2_agm001119214,0.343,0.5807811,False
NAlSc2Y_agm001611014,0.0,0.00045728683,False
AlCuPd2_agm002634241,0.075,0.0071442127,False
V2GaTa_agm001136577,0.703,2.1087105,False
SiVTc2_agm002737033,1.247,3.3076985,False
OZrHf3_agm002563563,1.251,1.4518375,False
LiAlNbOs_agm001380157,1.146,1.0488708,False
TaRe_agm001191648,0.0,0.0002567768,False
Al5ZrRh_agm002196523,0.106,0.72898006,False
